user_id,age,gender,current_role,years_of_experience,current_industry,previous_roles,key_skills,certifications,desired_role,preferred_industry,short_term_goal,long_term_goal,learning_style,time_available_per_week,motivation_level,recommended_skills
2830,32,Female,Content Writer,12.256569826595797,Healthcare,"Content Writer, Marketing Specialist, HR Manager","Java, Cloud Computing, Project Management","Scrum Master, PMP",Business Consultant,Marketing,Promotion,Entrepreneurship,Reading,22,1,"Java, Data Analysis, Python"
2358,52,Female,Entrepreneur,18.873826036874966,Education,Software Engineer,"Leadership, Data Analysis",Google Analytics,Data Scientist,Healthcare,Upskilling,Expertise,Reading,22,10,"Leadership, Java, Project Management"
2778,45,Female,HR Manager,12.400546579427463,Marketing,"HR Manager, Content Writer","Project Management, Java, Cloud Computing, Data Analysis",None,Business Consultant,Marketing,Upskilling,Expertise,Collaborative,24,10,"Data Analysis, SEO"
2784,39,Female,Content Writer,6.092452715361983,IT,"Marketing Specialist, HR Manager, Data Analyst","SEO, Java, Data Analysis, Cloud Computing","Google Analytics, Scrum Master, PMP",Data Scientist,IT,Role Switch,Leadership,Hands-on,10,9,"Leadership, Cloud Computing"
2552,55,Female,Content Writer,16.722882108212644,IT,"Entrepreneur, Data Analyst","SEO, Python, Cloud Computing",,Creative Director,IT,Promotion,Entrepreneurship,Collaborative,31,4,Leadership
2658,28,Male,Content Writer,16.373937480695265,Marketing,"Content Writer, Marketing Specialist","Leadership, Project Management, Data Analysis, Cloud Computing, SEO",None,Team Lead,Healthcare,Promotion,Entrepreneurship,Hands-on,12,3,SEO
3282,49,Male,Entrepreneur,0.10156871012282176,Finance,Software Engineer,"SEO, Cloud Computing","Scrum Master, PMP",Project Manager,Marketing,Promotion,Leadership,Hands-on,21,8,SEO
3300,42,Male,Content Writer,13.943063646105795,Healthcare,"Content Writer, HR Manager, Entrepreneur","Java, Python",None,Team Lead,Finance,Role Switch,Leadership,Collaborative,22,1,Java
3146,56,Female,HR Manager,8.83931201075731,IT,"Marketing Specialist, HR Manager","Leadership, Java, SEO, Cloud Computing, Data Analysis","AWS Certified, PMP, Google Analytics",Team Lead,Education,Role Switch,Leadership,Hands-on,18,5,"Data Analysis, Python"
3149,50,Female,HR Manager,5.206852663449216,Education,"Software Engineer, Content Writer","Python, Data Analysis, SEO",AWS Certified,Project Manager,Marketing,Promotion,Expertise,Reading,6,4,Python
3387,48,Male,Marketing Specialist,12.183682342046996,Healthcare,Content Writer,"Java, Project Management",PMP,Data Scientist,Marketing,Promotion,Entrepreneurship,Reading,24,2,"Data Analysis, Project Management, SEO"
2193,43,Male,Entrepreneur,8.730824097805318,Education,"Marketing Specialist, Content Writer","Cloud Computing, Data Analysis, Java",,Team Lead,Finance,Upskilling,Entrepreneurship,Collaborative,25,6,"Data Analysis, Leadership"
3340,38,Female,Data Analyst,0.9513986177563027,Finance,"Content Writer, Marketing Specialist, Data Analyst","SEO, Data Analysis, Project Management",,Team Lead,Marketing,Promotion,Leadership,Collaborative,24,4,Python
3594,39,Female,Marketing Specialist,18.98066791531131,Healthcare,Software Engineer,"Project Management, Cloud Computing, Python, SEO",None,Data Scientist,Marketing,Upskilling,Expertise,Reading,5,7,"Leadership, Project Management"
2396,49,Female,Entrepreneur,17.716238240170682,Healthcare,"Data Analyst, Content Writer, Entrepreneur","Java, Leadership, Cloud Computing, Project Management, Data Analysis",,Team Lead,Marketing,Role Switch,Expertise,Hands-on,9,5,SEO
2850,29,Female,Software Engineer,14.757930294053946,Healthcare,Data Analyst,"Leadership, Java, Project Management, Python",None,Creative Director,Marketing,Promotion,Leadership,Reading,27,9,Java
3237,49,Female,Data Analyst,3.7183848872328844,IT,Data Analyst,"SEO, Project Management, Data Analysis",None,Creative Director,IT,Upskilling,Expertise,Hands-on,24,5,"Leadership, Data Analysis, Project Management"
2825,36,Female,Entrepreneur,6.402374917698655,Healthcare,Entrepreneur,"Leadership, Data Analysis, SEO, Python","PMP, Google Analytics, AWS Certified",Creative Director,Healthcare,Promotion,Entrepreneurship,Collaborative,12,4,"Data Analysis, Cloud Computing, Python"
3831,18,Male,Content Writer,5.691294215327657,Education,Data Analyst,"Cloud Computing, Leadership, Java, Python, SEO",Scrum Master,Creative Director,Finance,Promotion,Expertise,Hands-on,19,3,"Cloud Computing, SEO, Project Management"
3079,42,Female,Entrepreneur,10.495351746513014,Healthcare,"Entrepreneur, HR Manager","Leadership, Java, Project Management, SEO",,Project Manager,IT,Upskilling,Expertise,Collaborative,19,10,SEO
2539,41,Male,HR Manager,7.558185245441917,Education,Marketing Specialist,"Cloud Computing, Java, Data Analysis, Project Management",PMP,Project Manager,Marketing,Role Switch,Entrepreneurship,Reading,8,6,"Project Management, SEO"
3521,56,Female,Data Analyst,6.052214305761322,Finance,"Software Engineer, Marketing Specialist, Data Analyst","Project Management, SEO, Java, Leadership","Scrum Master, PMP, AWS Certified",Business Consultant,IT,Role Switch,Entrepreneurship,Collaborative,15,5,"Data Analysis, Java, SEO"
2158,37,Female,Content Writer,14.363343614957387,Healthcare,"Data Analyst, Entrepreneur","SEO, Python",None,Business Consultant,Healthcare,Role Switch,Leadership,Reading,21,7,"SEO, Project Management"
3575,33,Male,Software Engineer,19.01278912431371,Finance,"Entrepreneur, Data Analyst","Python, Project Management","AWS Certified, PMP, Scrum Master",Business Consultant,Education,Upskilling,Leadership,Collaborative,28,3,"Java, Python"
2483,26,Female,Entrepreneur,1.6371197906197024,Education,Software Engineer,"Leadership, Cloud Computing, Python","AWS Certified, Google Analytics",Data Scientist,Finance,Promotion,Expertise,Collaborative,24,6,Python
3774,44,Female,Content Writer,8.269947999998152,Marketing,"Software Engineer, Marketing Specialist","Java, Data Analysis, Python, Project Management",None,Team Lead,Education,Promotion,Leadership,Reading,4,6,"Project Management, Python, Cloud Computing"
2674,21,Female,Content Writer,10.929879110714198,Finance,"Software Engineer, HR Manager","Cloud Computing, SEO",None,Data Scientist,Healthcare,Upskilling,Entrepreneurship,Hands-on,9,5,"Python, Project Management, Leadership"
3406,45,Male,Marketing Specialist,0.5699825395337188,IT,Marketing Specialist,"Python, Leadership","AWS Certified, Scrum Master, Google Analytics",Creative Director,IT,Upskilling,Entrepreneurship,Collaborative,26,10,Cloud Computing
2509,51,Female,HR Manager,18.052404742893838,Marketing,"Marketing Specialist, Software Engineer","SEO, Data Analysis, Java",None,Project Manager,Finance,Role Switch,Leadership,Hands-on,14,1,"Cloud Computing, Java, Leadership"
3388,41,Female,Content Writer,18.939120330533605,Education,"Content Writer, HR Manager, Entrepreneur","Leadership, Project Management, Data Analysis, Java, SEO",None,Data Scientist,Healthcare,Promotion,Entrepreneurship,Hands-on,26,1,Python
3055,24,Female,Marketing Specialist,19.637609608497844,Finance,"Content Writer, Entrepreneur, Marketing Specialist","Cloud Computing, Python, Java",None,Team Lead,Education,Upskilling,Leadership,Collaborative,13,7,Java
2616,38,Female,Marketing Specialist,3.0077403178211495,Healthcare,"HR Manager, Content Writer","Leadership, Python",None,Team Lead,Marketing,Upskilling,Leadership,Reading,16,3,Java
2352,42,Male,Content Writer,4.314586489372751,Marketing,"Data Analyst, Content Writer","Cloud Computing, Data Analysis, SEO",None,Data Scientist,Marketing,Role Switch,Leadership,Hands-on,25,7,SEO
3701,32,Male,HR Manager,18.02344565799582,Finance,"Entrepreneur, Content Writer","Python, Leadership, Data Analysis, Cloud Computing, Project Management",None,Creative Director,Education,Role Switch,Expertise,Hands-on,19,9,"Python, Leadership, Java"
2496,37,Male,Entrepreneur,12.457398591385301,IT,Data Analyst,"Data Analysis, Project Management, Leadership",Google Analytics,Team Lead,Education,Upskilling,Entrepreneurship,Collaborative,5,7,"SEO, Java, Python"
2945,43,Female,Content Writer,16.218177988893192,Healthcare,"Content Writer, HR Manager","SEO, Python, Data Analysis, Cloud Computing",,Data Scientist,Healthcare,Upskilling,Entrepreneurship,Collaborative,17,3,"Java, Leadership, Python"
2906,28,Male,Entrepreneur,0.0,Education,"Content Writer, HR Manager","Cloud Computing, Java, SEO, Python","Scrum Master, Google Analytics, AWS Certified",Creative Director,Marketing,Promotion,Expertise,Hands-on,17,3,"Leadership, SEO, Python"
3734,43,Female,Data Analyst,4.3145485636900425,Education,Marketing Specialist,"Project Management, Cloud Computing, Leadership","Google Analytics, Scrum Master",Creative Director,Finance,Upskilling,Leadership,Collaborative,24,2,Data Analysis
2821,54,Male,Software Engineer,15.429318598853664,Finance,"HR Manager, Content Writer","SEO, Cloud Computing, Project Management, Leadership, Data Analysis",None,Team Lead,IT,Upskilling,Expertise,Hands-on,6,4,Data Analysis
2168,18,Female,HR Manager,15.16304611961246,Education,HR Manager,"Leadership, Python, Data Analysis, Cloud Computing",AWS Certified,Project Manager,Education,Promotion,Expertise,Reading,10,7,"Python, Data Analysis"
2306,34,Male,HR Manager,18.208858242709265,Marketing,HR Manager,"Cloud Computing, Project Management, Python, SEO, Leadership","AWS Certified, Scrum Master, PMP",Project Manager,Marketing,Promotion,Entrepreneurship,Collaborative,11,2,"Java, Cloud Computing"
2667,49,Female,Entrepreneur,17.375536773623427,Education,Entrepreneur,"Cloud Computing, Leadership, SEO",None,Project Manager,IT,Upskilling,Leadership,Hands-on,23,4,"Java, Project Management"
2034,41,Female,Software Engineer,12.039237006344262,Finance,"HR Manager, Marketing Specialist, Software Engineer","Python, Leadership, Cloud Computing",None,Creative Director,Healthcare,Upskilling,Expertise,Hands-on,11,4,"Project Management, Cloud Computing"
3438,52,Male,Content Writer,18.319769807329568,Finance,"Marketing Specialist, Content Writer","Java, Data Analysis",None,Creative Director,IT,Upskilling,Expertise,Reading,26,2,"SEO, Java, Project Management"
3384,41,Female,Entrepreneur,0.0,Healthcare,Software Engineer,"Python, Java","AWS Certified, Scrum Master",Creative Director,IT,Role Switch,Entrepreneurship,Hands-on,28,1,"Java, Cloud Computing"
3755,33,Male,Content Writer,15.484772904768096,Education,"Data Analyst, Marketing Specialist","Python, Project Management, Cloud Computing, Data Analysis, Leadership",Scrum Master,Creative Director,Marketing,Upskilling,Entrepreneurship,Hands-on,27,1,"SEO, Project Management, Cloud Computing"
3098,41,Female,Content Writer,10.918407870804817,Education,"Content Writer, Entrepreneur, Software Engineer","Cloud Computing, Project Management, Data Analysis, Python, Leadership","Scrum Master, AWS Certified",Creative Director,IT,Role Switch,Leadership,Reading,23,9,"Python, Leadership"
3388,42,Female,Content Writer,16.32279402619522,Education,"Content Writer, HR Manager, Entrepreneur","Leadership, Project Management, Data Analysis, Java, SEO",None,Data Scientist,Healthcare,Promotion,Entrepreneurship,Hands-on,27,2,Python
2283,54,Female,HR Manager,19.45591919447896,Finance,Software Engineer,"Cloud Computing, Leadership",PMP,Data Scientist,Education,Promotion,Leadership,Hands-on,23,7,"Python, Java"
3016,23,Female,Content Writer,16.21511672025287,Education,Software Engineer,"SEO, Project Management","Scrum Master, PMP",Project Manager,IT,Promotion,Leadership,Collaborative,10,9,"Leadership, Java, Python"
2249,30,Female,Data Analyst,5.39984149179663,Marketing,Entrepreneur,"Project Management, SEO, Cloud Computing","Scrum Master, Google Analytics, PMP",Team Lead,Marketing,Promotion,Expertise,Reading,11,6,Python
3727,42,Male,Data Analyst,1.7785568788452206,Healthcare,Content Writer,"SEO, Leadership, Data Analysis, Java",None,Data Scientist,IT,Upskilling,Leadership,Collaborative,17,2,"Project Management, Leadership"
3329,45,Male,Content Writer,4.008741556020048,Finance,Data Analyst,"Cloud Computing, Data Analysis","Scrum Master, Google Analytics",Project Manager,Healthcare,Upskilling,Leadership,Hands-on,28,3,Data Analysis
2065,51,Male,Marketing Specialist,5.8250217256882335,Healthcare,Software Engineer,"SEO, Data Analysis, Project Management, Python, Cloud Computing","Google Analytics, Scrum Master, AWS Certified",Project Manager,Marketing,Upskilling,Entrepreneurship,Collaborative,17,9,"Cloud Computing, Java, Data Analysis"
2132,35,Female,Content Writer,11.199096232072556,Healthcare,Marketing Specialist,"Python, Project Management",None,Business Consultant,Finance,Upskilling,Expertise,Reading,22,9,"Leadership, Cloud Computing"
3205,27,Female,HR Manager,13.874308712374889,IT,"Content Writer, Marketing Specialist, HR Manager","Data Analysis, Leadership, Project Management, SEO",None,Data Scientist,Education,Role Switch,Leadership,Hands-on,15,5,"Leadership, SEO, Python"
2635,43,Male,Marketing Specialist,8.874845750498789,IT,HR Manager,"Leadership, Python, Cloud Computing",,Creative Director,Finance,Role Switch,Entrepreneurship,Collaborative,8,9,"Cloud Computing, Data Analysis, SEO"
2412,53,Male,Software Engineer,16.174279956048473,Finance,HR Manager,"SEO, Python, Cloud Computing, Leadership, Java",Google Analytics,Data Scientist,IT,Promotion,Leadership,Hands-on,20,10,"Data Analysis, Project Management"
2541,44,Female,Content Writer,12.780338257534162,IT,"Marketing Specialist, HR Manager","Project Management, Python, SEO","Scrum Master, Google Analytics",Data Scientist,Healthcare,Upskilling,Entrepreneurship,Hands-on,14,4,"SEO, Leadership"
3306,50,Male,Marketing Specialist,19.413368414469936,IT,"Data Analyst, Entrepreneur, HR Manager","Leadership, SEO, Java, Data Analysis",None,Business Consultant,Marketing,Promotion,Entrepreneurship,Hands-on,28,1,Project Management
3479,37,Female,Content Writer,16.84709799020069,Education,"Content Writer, Marketing Specialist, Entrepreneur","Leadership, Data Analysis, Cloud Computing, Python, SEO","Google Analytics, PMP, Scrum Master",Data Scientist,Finance,Role Switch,Leadership,Reading,25,10,"SEO, Python"
2918,31,Male,Software Engineer,6.5519346990690215,IT,"HR Manager, Marketing Specialist, Entrepreneur","SEO, Leadership",,Data Scientist,Healthcare,Promotion,Entrepreneurship,Hands-on,23,8,Leadership
3665,43,Male,Data Analyst,10.748421545284,IT,HR Manager,"SEO, Leadership, Cloud Computing, Java",,Data Scientist,Education,Promotion,Entrepreneurship,Collaborative,24,10,"Python, Data Analysis, Leadership"
3944,29,Female,Entrepreneur,8.78105557771081,Healthcare,"Marketing Specialist, Content Writer","Project Management, Python",PMP,Business Consultant,Marketing,Upskilling,Expertise,Hands-on,25,7,"Java, Project Management, Leadership"
2100,34,Male,Entrepreneur,18.53610826791976,Healthcare,Content Writer,"Cloud Computing, SEO","Google Analytics, AWS Certified",Business Consultant,Education,Upskilling,Expertise,Collaborative,6,6,Project Management
3579,47,Female,Software Engineer,18.89979190203311,IT,"Software Engineer, HR Manager, Marketing Specialist","Cloud Computing, Java",None,Data Scientist,IT,Promotion,Entrepreneurship,Reading,15,9,"Data Analysis, Project Management"
2428,37,Female,Entrepreneur,6.907046745840471,Finance,"Software Engineer, Content Writer, Data Analyst","Cloud Computing, SEO","Scrum Master, Google Analytics, AWS Certified",Project Manager,Marketing,Upskilling,Entrepreneurship,Hands-on,21,10,SEO
2007,49,Male,Software Engineer,6.188500274875977,IT,"Entrepreneur, Software Engineer","Python, Project Management, Data Analysis",Scrum Master,Team Lead,Healthcare,Role Switch,Expertise,Hands-on,13,6,SEO
2728,44,Female,Software Engineer,10.135549648480504,Marketing,"HR Manager, Marketing Specialist, Software Engineer","SEO, Project Management",None,Data Scientist,Marketing,Promotion,Expertise,Reading,11,4,"SEO, Leadership"
3707,32,Male,HR Manager,5.373333925958979,IT,"Data Analyst, Software Engineer, Marketing Specialist","Data Analysis, Python, Cloud Computing",,Project Manager,Finance,Role Switch,Expertise,Collaborative,27,9,Project Management
3981,49,Male,Marketing Specialist,11.876601139603286,Marketing,"Data Analyst, Marketing Specialist, Software Engineer","Cloud Computing, Java, Python, Project Management, SEO","PMP, Google Analytics, AWS Certified",Data Scientist,IT,Promotion,Leadership,Reading,7,10,"Java, Cloud Computing, SEO"
3400,34,Female,Data Analyst,16.584643849045314,Healthcare,"Marketing Specialist, Data Analyst, Software Engineer","Project Management, Data Analysis, Cloud Computing, SEO, Python",Scrum Master,Data Scientist,Marketing,Promotion,Leadership,Collaborative,17,4,"Python, SEO, Project Management"
3275,31,Female,Data Analyst,14.368825885258925,IT,Entrepreneur,"SEO, Data Analysis",None,Team Lead,Finance,Role Switch,Expertise,Reading,10,4,Cloud Computing
2948,46,Female,Content Writer,2.6951679308035206,Marketing,"Marketing Specialist, HR Manager, Data Analyst","Python, Leadership",Scrum Master,Creative Director,Finance,Upskilling,Entrepreneurship,Reading,7,10,"Data Analysis, SEO"
2667,51,Female,Entrepreneur,18.040643283067432,Education,Entrepreneur,"Cloud Computing, Leadership, SEO",None,Project Manager,IT,Upskilling,Leadership,Hands-on,25,6,"Java, Project Management"
3528,46,Male,Marketing Specialist,9.39801210175227,Finance,"Entrepreneur, Data Analyst, Software Engineer","Project Management, Leadership, SEO, Cloud Computing",,Creative Director,Finance,Upskilling,Leadership,Reading,25,3,"SEO, Python, Java"
2035,43,Female,HR Manager,14.593645581473611,Education,"Software Engineer, Entrepreneur","Python, Java, Cloud Computing","AWS Certified, PMP",Team Lead,IT,Promotion,Expertise,Reading,8,5,"Data Analysis, Project Management"
3588,26,Female,Entrepreneur,1.5610712019162696,Education,Entrepreneur,"Python, Java",Scrum Master,Team Lead,Healthcare,Promotion,Expertise,Hands-on,20,7,"Python, Java"
2332,51,Female,Data Analyst,11.327753417272632,Education,Entrepreneur,"Cloud Computing, Data Analysis, Project Management, Python, SEO","PMP, Scrum Master",Business Consultant,Education,Promotion,Entrepreneurship,Collaborative,9,1,"Python, Java, SEO"
2881,43,Female,Entrepreneur,5.082211498859727,Finance,"Software Engineer, Marketing Specialist","Leadership, SEO, Cloud Computing, Data Analysis",Google Analytics,Data Scientist,Education,Role Switch,Leadership,Hands-on,22,8,"Java, Cloud Computing"
2745,34,Female,Data Analyst,18.26573389984296,Healthcare,Marketing Specialist,"SEO, Python","Google Analytics, PMP, Scrum Master",Project Manager,Finance,Promotion,Leadership,Hands-on,20,1,"Python, SEO, Project Management"
3403,32,Female,Content Writer,12.258999746005669,Education,"Entrepreneur, Marketing Specialist","SEO, Project Management","Scrum Master, PMP",Project Manager,IT,Role Switch,Expertise,Collaborative,18,2,Leadership
2344,27,Male,HR Manager,1.8270525023718296,Finance,Marketing Specialist,"SEO, Leadership, Cloud Computing, Project Management","PMP, Scrum Master, Google Analytics",Business Consultant,Marketing,Promotion,Leadership,Reading,22,6,"Python, Data Analysis, Java"
3409,30,Female,HR Manager,1.2020982961402775,Finance,Entrepreneur,"SEO, Data Analysis, Project Management, Java","PMP, Google Analytics, AWS Certified",Project Manager,Marketing,Promotion,Expertise,Collaborative,26,5,"SEO, Cloud Computing, Java"
3298,41,Male,HR Manager,14.700905232009454,Marketing,"Data Analyst, Content Writer","Java, Cloud Computing, SEO, Project Management","PMP, Scrum Master",Data Scientist,IT,Promotion,Entrepreneurship,Reading,26,7,"Data Analysis, Project Management, Leadership"
2793,21,Female,Software Engineer,9.779058053060217,Finance,Software Engineer,"Python, Leadership, Project Management, Data Analysis",None,Business Consultant,Marketing,Upskilling,Leadership,Reading,24,10,"Data Analysis, SEO, Leadership"
2908,52,Female,HR Manager,17.510732364154165,Education,"Software Engineer, HR Manager","Project Management, Data Analysis, SEO","Google Analytics, PMP",Business Consultant,Healthcare,Upskilling,Leadership,Reading,17,9,"SEO, Leadership"
3135,41,Male,HR Manager,18.099039616850952,Healthcare,Software Engineer,"Cloud Computing, Leadership, Python",None,Creative Director,Education,Role Switch,Entrepreneurship,Hands-on,4,6,Data Analysis
3813,31,Male,HR Manager,3.695061589752262,IT,"HR Manager, Software Engineer, Marketing Specialist","Cloud Computing, Data Analysis",,Data Scientist,Finance,Upskilling,Entrepreneurship,Collaborative,14,6,"Cloud Computing, Data Analysis"
2059,39,Female,Marketing Specialist,15.885907559067496,Education,"Marketing Specialist, Entrepreneur","Data Analysis, Project Management, Java, Leadership",,Data Scientist,IT,Role Switch,Leadership,Hands-on,27,8,Leadership
2472,46,Male,HR Manager,20.12219209519407,Healthcare,"Data Analyst, HR Manager, Software Engineer","SEO, Leadership, Project Management","Scrum Master, AWS Certified",Project Manager,Education,Promotion,Entrepreneurship,Hands-on,13,6,Leadership
2361,49,Female,Data Analyst,15.927393856112037,IT,"Data Analyst, Entrepreneur","SEO, Data Analysis, Leadership, Project Management",,Business Consultant,Healthcare,Promotion,Entrepreneurship,Collaborative,7,5,"Data Analysis, Cloud Computing, Project Management"
2234,49,Male,Data Analyst,17.302510460123912,Finance,"Entrepreneur, Data Analyst","SEO, Cloud Computing",None,Project Manager,Healthcare,Promotion,Entrepreneurship,Reading,24,4,"Project Management, SEO"
3916,24,Male,Software Engineer,15.468547932006635,IT,HR Manager,"Cloud Computing, Python, Leadership, SEO","Google Analytics, PMP",Team Lead,Education,Upskilling,Leadership,Reading,21,5,"SEO, Data Analysis, Cloud Computing"
3483,41,Male,Data Analyst,5.190296888263655,Healthcare,"Data Analyst, HR Manager, Marketing Specialist","Data Analysis, Python, Leadership, Cloud Computing",None,Business Consultant,Education,Promotion,Entrepreneurship,Collaborative,19,5,"Cloud Computing, Python, Data Analysis"
2561,41,Female,Marketing Specialist,8.167505391571453,Education,"HR Manager, Software Engineer","Cloud Computing, Java, Leadership",None,Project Manager,IT,Upskilling,Expertise,Reading,8,9,"Data Analysis, Cloud Computing, SEO"
3951,46,Male,Entrepreneur,11.801074896820026,Marketing,Content Writer,"Project Management, Data Analysis, Java, Cloud Computing, Python",None,Team Lead,Marketing,Promotion,Entrepreneurship,Reading,27,10,"Leadership, Project Management, SEO"
3670,50,Female,Marketing Specialist,12.380188333857957,Education,"Content Writer, Data Analyst","Cloud Computing, Java, Project Management",AWS Certified,Creative Director,Education,Upskilling,Leadership,Collaborative,14,4,"Leadership, Python"
3784,57,Female,Content Writer,11.729344103891632,Finance,"Software Engineer, Content Writer, Data Analyst","Java, Leadership, Project Management, Cloud Computing",,Project Manager,Finance,Promotion,Leadership,Reading,5,10,"Cloud Computing, Leadership, Python"
2033,20,Female,HR Manager,16.291855887760345,Finance,"Content Writer, Marketing Specialist, Entrepreneur","SEO, Project Management, Python, Data Analysis, Cloud Computing",None,Team Lead,Healthcare,Promotion,Expertise,Hands-on,6,4,"Data Analysis, SEO, Leadership"
3480,25,Male,Data Analyst,12.283465438707742,Marketing,"Entrepreneur, HR Manager, Marketing Specialist","SEO, Project Management, Python, Java, Data Analysis",None,Team Lead,Healthcare,Upskilling,Leadership,Collaborative,26,7,"Data Analysis, Leadership, SEO"
3218,32,Male,Entrepreneur,7.758652227476093,Healthcare,Software Engineer,"Java, Python, Cloud Computing, Project Management",AWS Certified,Creative Director,IT,Role Switch,Leadership,Reading,6,3,Leadership
3788,27,Male,Software Engineer,21.247542811167275,IT,"HR Manager, Data Analyst","Java, Data Analysis, Python, Leadership",Scrum Master,Project Manager,Education,Promotion,Entrepreneurship,Collaborative,4,1,Leadership
2570,26,Male,Data Analyst,7.931359435608005,Education,"Marketing Specialist, Data Analyst, Content Writer","Project Management, Leadership, Python, Java, Cloud Computing","PMP, AWS Certified, Google Analytics",Project Manager,Healthcare,Role Switch,Expertise,Hands-on,21,1,Java
3862,41,Male,Marketing Specialist,15.56662999640917,Healthcare,"Marketing Specialist, Content Writer","Java, Python, Project Management, Leadership","PMP, AWS Certified",Team Lead,IT,Role Switch,Entrepreneurship,Hands-on,26,3,Project Management
3769,30,Female,HR Manager,6.272235189898232,Healthcare,"Data Analyst, HR Manager, Software Engineer","Cloud Computing, SEO, Leadership, Java, Python","AWS Certified, Google Analytics, PMP",Project Manager,Education,Upskilling,Expertise,Hands-on,13,4,Data Analysis
2152,26,Male,Content Writer,2.723983831493288,Finance,"Software Engineer, Entrepreneur, Data Analyst","Project Management, Data Analysis, Leadership","AWS Certified, Scrum Master",Project Manager,Marketing,Upskilling,Entrepreneurship,Hands-on,16,10,"Cloud Computing, SEO"
2611,35,Male,Content Writer,1.7573190673707582,Marketing,"Data Analyst, Marketing Specialist","SEO, Python, Project Management, Java, Leadership","PMP, Scrum Master, Google Analytics",Team Lead,Healthcare,Promotion,Expertise,Reading,6,7,"SEO, Cloud Computing"
2432,55,Female,Entrepreneur,12.951102602018585,Marketing,"Data Analyst, HR Manager","Cloud Computing, Python","AWS Certified, Google Analytics",Data Scientist,Marketing,Promotion,Leadership,Reading,4,2,"Leadership, Data Analysis, SEO"
3142,38,Female,Content Writer,16.359797952627094,IT,"Software Engineer, Marketing Specialist, HR Manager","Cloud Computing, Python, SEO, Java","PMP, Google Analytics",Data Scientist,Finance,Promotion,Entrepreneurship,Collaborative,22,6,Python
2562,28,Female,Content Writer,17.984685775292164,Education,HR Manager,"Project Management, Python, Cloud Computing",None,Project Manager,Healthcare,Promotion,Entrepreneurship,Collaborative,19,9,Leadership
3261,35,Male,Content Writer,13.16287504324221,Education,"Entrepreneur, HR Manager, Data Analyst","Python, Project Management, SEO",Scrum Master,Creative Director,IT,Upskilling,Entrepreneurship,Reading,27,6,"Cloud Computing, SEO"
3903,23,Female,Entrepreneur,17.74021537725374,Healthcare,"Data Analyst, Entrepreneur","Data Analysis, Project Management, Cloud Computing, SEO, Leadership","AWS Certified, PMP",Business Consultant,Marketing,Promotion,Leadership,Collaborative,5,1,"SEO, Cloud Computing, Java"
3743,39,Female,Content Writer,20.62071130008632,Healthcare,"Software Engineer, Entrepreneur","Data Analysis, Project Management","Google Analytics, AWS Certified, Scrum Master",Business Consultant,Healthcare,Role Switch,Leadership,Collaborative,10,7,"Python, Cloud Computing"
3227,30,Male,Data Analyst,5.835515024110298,Finance,"Content Writer, Software Engineer","Java, Project Management",,Creative Director,IT,Upskilling,Leadership,Collaborative,7,7,Project Management
3750,30,Female,Data Analyst,3.460086691223271,Education,Entrepreneur,"Data Analysis, Java, Python","PMP, AWS Certified, Google Analytics",Project Manager,Marketing,Role Switch,Expertise,Collaborative,21,10,"Python, Cloud Computing"
3735,28,Female,Data Analyst,1.498501777635206,Marketing,"Content Writer, Data Analyst, Marketing Specialist","Leadership, Data Analysis, Project Management",Google Analytics,Project Manager,Education,Upskilling,Expertise,Collaborative,18,3,"Leadership, Java"
3328,46,Male,Marketing Specialist,4.986043954653432,Finance,HR Manager,"Leadership, Java",None,Business Consultant,IT,Upskilling,Entrepreneurship,Reading,7,6,"Project Management, SEO"
2911,30,Male,Content Writer,18.623408882667647,Healthcare,"Marketing Specialist, Entrepreneur","SEO, Leadership, Project Management","AWS Certified, Google Analytics",Data Scientist,Finance,Role Switch,Entrepreneurship,Reading,18,4,"Data Analysis, Java, Leadership"
3758,43,Female,Software Engineer,0.0,IT,"HR Manager, Software Engineer, Entrepreneur","Project Management, Leadership, Cloud Computing","PMP, Scrum Master, AWS Certified",Team Lead,Education,Upskilling,Expertise,Hands-on,11,9,Project Management
2743,30,Male,Data Analyst,20.24999659196137,Marketing,HR Manager,"Leadership, Python, Java, Cloud Computing, SEO","AWS Certified, Google Analytics, PMP",Data Scientist,Finance,Promotion,Entrepreneurship,Reading,21,5,"Java, Python, Cloud Computing"
3805,40,Male,Content Writer,17.13695929537265,Marketing,HR Manager,"Python, SEO, Java, Leadership, Project Management",Scrum Master,Team Lead,Finance,Upskilling,Entrepreneurship,Collaborative,10,7,Python
3532,30,Male,HR Manager,11.806276428079915,Finance,HR Manager,"Cloud Computing, Python, Java, Data Analysis, SEO",None,Creative Director,Education,Role Switch,Leadership,Reading,17,4,"Python, SEO"
2304,46,Male,Entrepreneur,16.2282209268759,Marketing,"Entrepreneur, Software Engineer, HR Manager","Data Analysis, Leadership, Python, Cloud Computing","Scrum Master, Google Analytics, AWS Certified",Data Scientist,IT,Promotion,Expertise,Hands-on,8,5,Python
2058,28,Female,Software Engineer,16.8819565654031,Marketing,"Data Analyst, Software Engineer, Marketing Specialist","Cloud Computing, SEO, Leadership, Python, Data Analysis","Google Analytics, Scrum Master, AWS Certified",Business Consultant,IT,Promotion,Expertise,Collaborative,25,5,"Cloud Computing, Project Management, Java"
